comparison,mode,source_file,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,11,Rimowa,1,1,5.0,0.2,5,0.2,0.2,5,0.2,0,1,1,8.0,0.125,0.125,5,0.2,5,0,,0,0.0,0.10056033310850526,0.0,0.14344539995503439,0.0,1,1,245,Away > July > BR > Century > Rimowa,[RIMOWA],"RIMOWA gives exact measurements of 21.7"" x 15.8"" x 9.1"" but does not provide airline-fit language, so its wider 15.8"" width and 9.1"" depth should be double-checked against stricter airline rules before purchase."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,11,15,11-15,12,Away,1,1,4.0,0.25,4,0.4,0.16666666666666666,3,0.6,0,1,1,4.0,0.25,0.16666666666666666,3,0.6,3,0,cleaning_care;dimensions;durability_protection;material_shell;sustainability;tradeoff_or_limitation,6,0.3157894736842105,0.0367468652040135,0.08333333333333333,0.21634060111097814,0.3333333333333333,4,2,221,July > July > BR > Away > Century > Rimowa,"[Away] Hartmann says the exterior is durable 100% polycarbonate with a metallic film and signature print, but it does not specifically mention stain resistance, scuff resistance, scratch resistance, water resistance, wipe-clean materials, or a protective finish.","Away says its lightweight 100% polycarbonate hard shell is durable, rigorously tested, and designed to withstand harsh conditions, and it also includes a water-resistant polyester laundry bag, but the page does not say the shell is stain-resistant, scuff-resistant, scratch-resistant, water-resistant, or wipe-clean."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,12,BR,1,1,3.0,0.3333333333333333,3,0.6,0.16666666666666666,2,0.8,0,1,1,3.0,0.3333333333333333,0.16666666666666666,2,0.8,2,0,cleaning_care;durability_protection;material_shell;packing_organization;tradeoff_or_limitation;weight,6,0.3157894736842105,0.03187736918358991,0.02127659574468085,0.22272485793526223,0.5,3,1,221,July > July > BR > Away > Century > Rimowa,"[Briggs & Riley] Away says its lightweight 100% polycarbonate hard shell is durable, rigorously tested, and designed to withstand harsh conditions, and it also includes a water-resistant polyester laundry bag, but the page does not say the shell is stain-resistant, scuff-resistant, scratch-resistant, water-resistant, or wipe-clean.","Briggs & Riley gives strong durability evidence, saying its ballistic nylon fabric resists wear, its corner guards are impact-resistant, and its YKK zippers are self-repairing."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,12,Century,1,1,5.0,0.2,5,0.2,0.16666666666666666,4,0.4,0,1,1,5.0,0.2,0.16666666666666666,4,0.4,4,0,cleaning_care;durability_protection;material_shell;sustainability;tradeoff_or_limitation,5,0.2631578947368421,0.018775952532346464,0.0,0.17972010278717107,0.2,3,2,221,July > July > BR > Away > Century > Rimowa,"[Hartmann] RIMOWA lists a polycarbonate outside and polyjacquard inside, but the provided text does not mention stain resistance, scuff resistance, scratch resistance, water resistance, wipe-clean materials, or protective finishes.","Hartmann says the exterior is durable 100% polycarbonate with a metallic film and signature print, but it does not specifically mention stain resistance, scuff resistance, scratch resistance, water resistance, wipe-clean materials, or a protective finish."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,12,July,1,2,1.0,1.0,1,1.0,0.3333333333333333,1,1.0,1,1,2,1.0,1.0,0.3333333333333333,1,1.0,1,1,durability_protection;material_shell,2,0.10526315789473684,0.11074249073544566,0.25757575757575757,0.44850416002906685,1.0,7,0,221,July > July > BR > Away > Century > Rimowa,"[July] July also describes a German polycarbonate shell, a curved eggshell design that minimizes damage, and anodised aluminium bumpers for extra protection on hard drops, which supports the idea that it is designed to keep looking good after repeated trips. [July]

Briggs & Riley gives strong durability evidence, saying its ballistic nylon fabric resists wear, its corner guards are impact-resistant, and its YKK zippers are self-repairing.","July gives the strongest easy-clean evidence because it says the lining is water-resistant and stain-proof, the laundry bag is stain-proof, and all lining is stain-resistant, making accidents easy to clean up. July also describes a German polycarbonate shell, a curved eggshell design that minimizes damage, and anodised aluminium bumpers for extra protection on hard drops, which supports the idea that it is designed to keep looking good after repeated trips."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,12,Rimowa,1,1,6.0,0.16666666666666666,6,0.0,0.16666666666666666,5,0.2,0,1,1,6.0,0.16666666666666666,0.16666666666666666,5,0.2,5,0,,0,0.0,0.10056033310850526,0.0,0.13677873328836773,0.0,1,1,221,July > July > BR > Away > Century > Rimowa,[RIMOWA],"RIMOWA lists a polycarbonate outside and polyjacquard inside, but the provided text does not mention stain resistance, scuff resistance, scratch resistance, water resistance, wipe-clean materials, or protective finishes."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,11,15,11-15,13,Away,1,3,1.0,1.0,1,1.0,0.42857142857142855,1,1.0,1,1,2,1.0,1.0,0.3333333333333333,1,1.0,1,1,durability_protection;material_shell;packing_organization;sustainability;tradeoff_or_limitation;warranty_trial_return;wheels_mobility,7,0.3684210526315789,0.11130624331948201,0.175,0.5721954591902122,-0.3333333333333333,2,4,212,Away > Away > Away > BR > July > Rimowa > Century,"[Away] That evidence is specific and credible for packaging and the included laundry bag, but it is limited because the page does not say the main polycarbonate shell is recycled or otherwise sustainably sourced. [Away] Away also supports durability with a rigorously tested 100% polycarbonate shell and a limited warranty covering damage to functional elements such as the shell, wheels, handles, and zippers. [Away]

The other product pages provide durability information but no concrete sustainability-related material claims in the provided text.","Away provides the clearest concrete sustainability-related information: its exterior packaging is 100% recyclable, and its drawstring laundry bag is made of 100% recycled polyester. Away also supports durability with a rigorously tested 100% polycarbonate shell and a limited warranty covering damage to functional elements such as the shell, wheels, handles, and zippers."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,13,BR,1,1,4.0,0.25,4,0.4,0.14285714285714285,2,0.8,0,1,1,3.0,0.3333333333333333,0.16666666666666666,2,0.8,2,0,durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,5,0.2631578947368421,0.025771081939555174,0.06060606060606061,0.20021003775952187,0.0,2,2,212,Away > Away > Away > BR > July > Rimowa > Century,"[Briggs & Riley] July emphasizes durability through an aerospace-grade German polycarbonate shell, reinforced bumpers, and a lifetime warranty on manufacturing faults, but the provided page does not give concrete sustainability or responsible-material information.","Briggs & Riley emphasizes durability through strong ballistic nylon that resists wear and a lifetime repair guarantee, but it does not provide recycled, recyclable, or responsibly sourced material information."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,13,Century,1,1,7.0,0.14285714285714285,7,0.0,0.14285714285714285,5,0.2,0,1,1,6.0,0.16666666666666666,0.16666666666666666,5,0.2,5,0,,0,0.0,0.13370354989159383,0.0,0.13864547188308066,0.0,2,2,212,Away > Away > Away > BR > July > Rimowa > Century,[Hartmann],"Hartmann lists durable 100% polycarbonate and a limited 10-year global warranty, but the provided text does not include sustainability-related claims."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,13,July,1,1,5.0,0.2,5,0.2,0.14285714285714285,3,0.6,0,1,1,4.0,0.25,0.16666666666666666,3,0.6,3,0,comparison_ready_evidence;sustainability;tradeoff_or_limitation;warranty_trial_return,4,0.21052631578947367,0.05279156418556615,0.16666666666666666,0.2009969093283413,0.0,1,1,212,Away > Away > Away > BR > July > Rimowa > Century,"[July] RIMOWA provides material details and a lifetime guarantee, but no sustainability-related information appears in the provided text.","July emphasizes durability through an aerospace-grade German polycarbonate shell, reinforced bumpers, and a lifetime warranty on manufacturing faults, but the provided page does not give concrete sustainability or responsible-material information."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,13,Rimowa,1,1,6.0,0.16666666666666666,6,0.0,0.14285714285714285,4,0.4,0,1,1,5.0,0.2,0.16666666666666666,4,0.4,4,0,durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,5,0.2631578947368421,0.02478483033183964,0.0,0.174255211680403,0.0,2,2,212,Away > Away > Away > BR > July > Rimowa > Century,"[RIMOWA] Hartmann lists durable 100% polycarbonate and a limited 10-year global warranty, but the provided text does not include sustainability-related claims.","RIMOWA provides material details and a lifetime guarantee, but no sustainability-related information appears in the provided text."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,11,15,11-15,14,Away,1,2,4.0,0.25,4,0.4,0.2,4,0.4,0,1,2,3.0,0.3333333333333333,0.25,2,0.8,2,0,dimensions;handle;lock_security;overhead_bin_or_airline_fit;packing_organization;wheels_mobility,6,0.3157894736842105,0.05703510057563892,0.05714285714285714,0.2998030100900651,1.0,2,0,226,BR > July > Century > Away > Rimowa > Away > BR > Century > July > Rimowa,"[Away] RIMOWA has simpler convenience features, including TSA-approved locks, a zipped mesh divider, a Multiwheel system, a three-stage T-bar telescopic handle, and a small zipped interior pocket. [Away] [Briggs & Riley] [Hartmann] [July] [RIMOWA]","For overall travel-day convenience, Briggs & Riley seems the most useful because it combines multiple practical extras: CX expansion and compression, a built-in garment folder, cinch-down garment panels, a SmartLink strap for transporting bags together, a hide-away ID tag, a security-checkpoint exterior pocket with orange lining, a PowerPocket for storing a battery pack and phone for charging on the go, a large front pocket, multiple grab handles, and a TSA-approved cable lock. Away has useful non-charging conveniences, including a compression system, three mesh pockets plus one hanging pocket, an underside grab handle, a TSA-approved lock, a laundry bag, and a color-matched leather luggage tag."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,14,BR,1,2,1.0,1.0,1,1.0,0.2,1,1.0,1,1,2,1.0,1.0,0.25,1,1.0,1,1,electronics_convenience;overhead_bin_or_airline_fit,2,0.10526315789473684,0.04071955284791678,0.045454545454545456,0.40268139063337927,1.0,2,0,226,BR > July > Century > Away > Rimowa > Away > BR > Century > July > Rimowa,"[Briggs & Riley]

July is the best choice if included phone charging is the top priority because it includes a power bank and has an ejectable battery with standard USB and USB-C docks that the page says is approved for flights. [Away] [Briggs & Riley] [Hartmann] [July] [RIMOWA]","For overall travel-day convenience, Briggs & Riley seems the most useful because it combines multiple practical extras: CX expansion and compression, a built-in garment folder, cinch-down garment panels, a SmartLink strap for transporting bags together, a hide-away ID tag, a security-checkpoint exterior pocket with orange lining, a PowerPocket for storing a battery pack and phone for charging on the go, a large front pocket, multiple grab handles, and a TSA-approved cable lock."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,14,Century,1,2,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,1,5.0,0.2,0.125,4,0.4,4,0,electronics_convenience;handle;lock_security;overhead_bin_or_airline_fit;packing_organization,5,0.2631578947368421,0.07583184801000079,0.024390243902439025,0.30478981846806774,0.0,1,1,226,BR > July > Century > Away > Rimowa > Away > BR > Century > July > Rimowa,"[Hartmann] Away has useful non-charging conveniences, including a compression system, three mesh pockets plus one hanging pocket, an underside grab handle, a TSA-approved lock, a laundry bag, and a color-matched leather luggage tag. [Away] [Briggs & Riley] [Hartmann] [July] [RIMOWA]","Hartmann also has charging convenience through an integrated USB port, but the page says the battery is not included."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_11.txt,one_product_geo_rewrite,Away,original_2023_2024,11,15,11-15,14,July,1,2,2.0,0.5,2,0.8,0.2,2,0.8,0,1,1,4.0,0.25,0.125,3,0.6,3,0,electronics_convenience;tradeoff_or_limitation,2,0.10526315789473684,0.04766796340676413,0.0,0.2972528909269669,0.0,1,1,226,BR > July > Century > Away > Rimowa > Away > BR > Century > July > Rimowa,"[July] Hartmann also has charging convenience through an integrated USB port, but the page says the battery is not included. [Away] [Briggs & Riley] [Hartmann] [July] [RIMOWA]",July is the best choice if included phone charging is the top priority because it includes a power bank and has an ejectable battery with standard USB and USB-C docks that the page says is approved for flights.
